143.000 -10.000 -5.076
143.000 16.131 -5.378
143.000 42.262 -5.511
143.000 68.393 -5.443
143.000 94.523 -5.532
143.000 120.654 -5.554
143.000 146.785 -5.313
143.000 172.916 -5.227
143.000 199.047 -5.313
143.000 225.178 -5.054
143.000 251.309 -4.878
143.000 277.440 -4.835
143.000 303.570 -4.640
143.000 310.000 -4.576

112.737 -10.000 -5.097
112.737 18.240 -5.378
112.737 46.479 -5.486
112.737 74.719 -5.486
112.737 102.958 -5.619
112.737 131.198 -5.597
112.737 159.437 -5.443
112.737 187.677 -5.532
112.737 215.917 -5.486
112.737 244.156 -5.313
112.737 272.396 -5.205
112.737 300.635 -5.097
112.737 310.000 -5.008

82.474 -10.000 -5.421
82.474 21.122 -5.727
82.474 52.243 -5.640
82.474 83.365 -5.597
82.474 114.486 -5.856
82.474 145.608 -5.835
82.474 176.729 -5.835
82.474 207.851 -5.856
82.474 238.972 -5.727
82.474 270.094 -5.684
82.474 301.215 -5.662
82.474 310.000 -5.576

52.211 -10.000 -5.770
52.211 25.022 -5.964
52.211 60.044 -5.964
52.211 95.066 -5.986
52.211 130.089 -6.140
52.211 165.111 -6.140
52.211 200.133 -6.227
52.211 235.155 -6.119
52.211 270.177 -6.119
52.211 305.199 -6.076
52.211 310.000 -6.032

21.947 25.000 -6.378
21.947 65.246 -6.421
21.947 105.492 -6.508
21.947 145.738 -6.464
21.947 185.984 -6.554
21.947 226.230 -6.597
21.947 266.476 -6.554
21.947 306.722 -6.554
21.947 310.000 -6.532

-8.316 25.000 -6.921
-8.316 72.017 -6.921
-8.316 119.034 -6.964
-8.316 166.051 -6.878
-8.316 213.068 -7.032
-8.316 260.085 -6.943
-8.316 307.102 -7.032
-8.316 310.000 -7.032

-30.000 25.000 -7.248
-30.000 77.647 -7.227
-30.000 130.293 -7.270
-30.000 182.940 -7.227
-30.000 235.586 -7.270
-30.000 288.233 -7.400
-30.000 310.000 -7.443

