133.000 -10.000 -4.378
133.000 2.069 -4.443
133.000 14.138 -4.421
133.000 26.207 -4.486
133.000 38.276 -4.576
133.000 50.345 -4.576
133.000 62.414 -4.576
133.000 74.483 -4.508
133.000 86.552 -4.443
133.000 98.621 -4.443
133.000 110.689 -4.486
133.000 122.758 -4.464
133.000 134.827 -4.443
133.000 146.896 -4.378
133.000 158.965 -4.270
133.000 171.034 -4.140
133.000 183.103 -4.054
133.000 195.172 -4.054
133.000 207.241 -4.076
133.000 219.310 -4.097
133.000 231.379 -3.964
133.000 243.448 -3.813
133.000 255.517 -3.619
133.000 267.586 -3.486
133.000 279.655 -3.508
133.000 291.724 -3.486
133.000 303.793 -3.486
133.000 310.000 -3.400

119.782 -10.000 -4.335
119.782 2.408 -4.378
119.782 14.817 -4.421
119.782 27.225 -4.464
119.782 39.633 -4.508
119.782 52.041 -4.532
119.782 64.450 -4.532
119.782 76.858 -4.532
119.782 89.266 -4.443
119.782 101.674 -4.421
119.782 114.083 -4.532
119.782 126.491 -4.443
119.782 138.899 -4.421
119.782 151.308 -4.400
119.782 163.716 -4.270
119.782 176.124 -4.140
119.782 188.532 -4.097
119.782 200.941 -4.119
119.782 213.349 -4.119
119.782 225.757 -4.097
119.782 238.165 -4.008
119.782 250.574 -3.835
119.782 262.982 -3.662
119.782 275.390 -3.576
119.782 287.799 -3.662
119.782 300.207 -3.619
119.782 310.000 -3.532

106.563 -10.000 -4.356
106.563 2.804 -4.443
106.563 15.609 -4.443
106.563 28.413 -4.486
106.563 41.217 -4.576
106.563 54.022 -4.576
106.563 66.826 -4.576
106.563 79.630 -4.554
106.563 92.435 -4.508
106.563 105.239 -4.443
106.563 118.043 -4.554
106.563 130.848 -4.532
106.563 143.652 -4.508
106.563 156.456 -4.400
106.563 169.260 -4.292
106.563 182.065 -4.227
106.563 194.869 -4.205
106.563 207.673 -4.227
106.563 220.478 -4.248
106.563 233.282 -4.184
106.563 246.086 -4.032
106.563 258.891 -3.878
106.563 271.695 -3.727
106.563 284.499 -3.813
106.563 297.304 -3.792
106.563 310.000 -3.727

93.345 -10.000 -4.443
93.345 3.264 -4.486
93.345 16.528 -4.508
93.345 29.792 -4.576
93.345 43.057 -4.619
93.345 56.321 -4.619
93.345 69.585 -4.576
93.345 82.849 -4.576
93.345 96.113 -4.576
93.345 109.377 -4.576
93.345 122.642 -4.576
93.345 135.906 -4.619
93.345 149.170 -4.576
93.345 162.434 -4.486
93.345 175.698 -4.400
93.345 188.962 -4.335
93.345 202.227 -4.335
93.345 215.491 -4.378
93.345 228.755 -4.335
93.345 242.019 -4.205
93.345 255.283 -4.076
93.345 268.547 -3.964
93.345 281.812 -3.921
93.345 295.076 -3.921
93.345 308.340 -3.921
93.345 310.000 -3.921

80.126 -10.000 -4.532
80.126 3.796 -4.576
80.126 17.593 -4.619
80.126 31.389 -4.684
80.126 45.186 -4.705
80.126 58.982 -4.770
80.126 72.778 -4.684
80.126 86.575 -4.619
80.126 100.371 -4.619
80.126 114.168 -4.705
80.126 127.964 -4.705
80.126 141.761 -4.684
80.126 155.557 -4.619
80.126 169.353 -4.511
80.126 183.150 -4.443
80.126 196.946 -4.443
80.126 210.743 -4.464
80.126 224.539 -4.443
80.126 238.335 -4.421
80.126 252.132 -4.248
80.126 265.928 -4.162
80.126 279.725 -4.119
80.126 293.521 -4.119
80.126 307.317 -4.162
80.126 310.000 -4.119

66.908 -10.000 -4.619
66.908 4.412 -4.662
66.908 18.823 -4.705
66.908 33.235 -4.748
66.908 47.646 -4.835
66.908 62.058 -4.813
66.908 76.469 -4.748
66.908 90.881 -4.705
66.908 105.293 -4.705
66.908 119.704 -4.770
66.908 134.116 -4.792
66.908 148.527 -4.792
66.908 162.939 -4.684
66.908 177.350 -4.619
66.908 191.762 -4.554
66.908 206.173 -4.576
66.908 220.585 -4.619
66.908 234.997 -4.532
66.908 249.408 -4.421
66.908 263.820 -4.292
66.908 278.231 -4.248
66.908 292.643 -4.270
66.908 307.054 -4.270
66.908 310.000 -4.270

53.690 -10.000 -4.748
53.690 5.122 -4.770
53.690 20.245 -4.792
53.690 35.367 -4.835
53.690 50.489 -4.900
53.690 65.612 -4.878
53.690 80.734 -4.835
53.690 95.857 -4.792
53.690 110.979 -4.792
53.690 126.101 -4.835
53.690 141.224 -4.878
53.690 156.346 -4.813
53.690 171.468 -4.748
53.690 186.591 -4.662
53.690 201.713 -4.705
53.690 216.835 -4.705
53.690 231.958 -4.705
53.690 247.080 -4.576
53.690 262.202 -4.443
53.690 277.325 -4.356
53.690 292.447 -4.443
53.690 307.570 -4.421
53.690 310.000 -4.400

40.471 20.000 -4.835
40.471 35.944 -4.964
40.471 51.888 -4.964
40.471 67.833 -4.964
40.471 83.777 -4.964
40.471 99.721 -4.943
40.471 115.665 -4.943
40.471 131.610 -4.943
40.471 147.554 -4.964
40.471 163.498 -4.900
40.471 179.442 -4.878
40.471 195.387 -4.813
40.471 211.331 -4.835
40.471 227.275 -4.835
40.471 243.219 -4.770
40.471 259.164 -4.619
40.471 275.108 -4.551
40.471 291.052 -4.576
40.471 306.996 -4.576
40.471 310.000 -4.576

27.253 20.000 -4.964
27.253 36.896 -5.054
27.253 53.792 -5.076
27.253 70.688 -5.097
27.253 87.583 -5.076
27.253 104.479 -5.076
27.253 121.375 -5.076
27.253 138.271 -5.076
27.253 155.167 -5.076
27.253 172.063 -4.964
27.253 188.958 -4.943
27.253 205.854 -4.964
27.253 222.750 -4.964
27.253 239.646 -4.900
27.253 256.542 -4.770
27.253 273.438 -4.705
27.253 290.334 -4.770
27.253 307.229 -4.792
27.253 310.000 -4.748

14.034 20.000 -5.162
14.034 37.999 -5.205
14.034 55.999 -5.248
14.034 73.998 -5.205
14.034 91.997 -5.205
14.034 109.997 -5.205
14.034 127.996 -5.205
14.034 145.995 -5.248
14.034 163.995 -5.162
14.034 181.994 -5.076
14.034 199.993 -5.054
14.034 217.993 -5.140
14.034 235.992 -5.076
14.034 253.991 -4.964
14.034 271.991 -4.835
14.034 289.990 -4.921
14.034 307.989 -4.921
14.034 310.000 -4.900

0.816 20.000 -5.335
0.816 39.281 -5.378
0.816 58.561 -5.421
0.816 77.842 -5.400
0.816 97.122 -5.335
0.816 116.403 -5.335
0.816 135.683 -5.335
0.816 154.964 -5.335
0.816 174.244 -5.205
0.816 193.525 -5.227
0.816 212.806 -5.205
0.816 232.086 -5.205
0.816 251.367 -5.119
0.816 270.647 -5.051
0.816 289.928 -5.054
0.816 309.208 -5.076
0.816 310.000 -5.076

-12.402 20.000 -5.486
-12.402 40.768 -5.532
-12.402 61.537 -5.576
-12 88 -
-12.402 103.073 -5.464
-12.402 123.842 -5.486
-12.402 144.610 -5.486
-12.402 165.378 -5.421
-12.402 186.146 -5.356
-12.402 206.915 -5.335
-12.402 227.683 -5.335
-12.402 248.451 -5.313
-12.402 269.220 -5.205
-12.402 289.988 -5.205
-12.402 310.000 -5.248

-25.621 20.000 -5.640
-25.621 42.492 -5.705
-25.621 64.984 -5.705
-25.621 87.475 -5.619
-25.621 109.967 -5.576
-25.621 132.459 -5.597
-25.621 154.951 -5.576
-25.621 177.443 -5.486
-25.621 199.935 -5.464
-25.621 222.426 -5.464
-25.621 244.918 -5.464
-25.621 267.410 -5.335
-25.621 289.902 -5.335
-25.621 310.000 -5.378

-30.000 20.000 -5.705
-30.000 43.119 -5.705
-30.000 66.238 -5.748
-30.000 89.358 -5.662
-30.000 112.477 -5.619
-30.000 135.596 -5.640
-30.000 158.715 -5.576
-30.000 181.834 -5.508
-30.000 204.954 -5.486
-30.000 228.073 -
-30.000 251.192 -5.464
-30.000 274.311 -5.335
-30.000 297.430 -5.421
-30.000 310.000 -5.464

